ticket_id,ticket_text,category
TKT-100461,Incorrect refund amount received after retrying multiple times,Refund Request
TKT-100462,API returning 500 internal server error on web portal,API Failure
TKT-100463,Subscription payment failed during checkout,Subscription Issue
TKT-100464,Request failing with status code 503 during checkout,API Failure
TKT-100465,Received fraud alert notification after latest update,Fraud Alert
TKT-100466,Cancelled order but refund pending for last 2 hours,Refund Request
TKT-100467,Payment gateway returned error during peak traffic,Payment Failure
TKT-100468,Authentication failed repeatedly after latest update,Account Locked
TKT-100469,OTP verification not working during peak traffic,Account Locked
TKT-100470,Access denied after security check since morning,Account Locked
TKT-100471,KYC documents under review during checkout,KYC Verification
TKT-100472,Transaction confirmation not received while using net banking,Transaction Delay
TKT-100473,Unknown device accessed account in mobile application,Fraud Alert
TKT-100474,Money transfer delayed unexpectedly on web portal,Transaction Delay
TKT-100475,Fund transfer processing slowly in mobile application,Transaction Delay
TKT-100476,Unable to complete customer verification after latest update,KYC Verification
TKT-100477,Received fraud alert notification in mobile application,Fraud Alert
TKT-100478,Online payment not processing on web portal,Payment Failure
TKT-100479,Waiting for refund since last week in mobile application,Refund Request
TKT-100480,Need refund for duplicate payment in mobile application,Refund Request
TKT-100481,Payment stuck in pending state for international transaction,Transaction Delay
TKT-100482,Refund status not updated while using net banking,Refund Request
TKT-100483,API returning 500 internal server error for international transaction,API Failure
TKT-100484,Amount debited but booking failed after retrying multiple times,Payment Failure
TKT-100485,API authentication failed for international transaction,API Failure
TKT-100486,Refund initiated but not credited during checkout,Refund Request
TKT-100487,Payment gateway returned error for last 2 hours,Payment Failure
TKT-100488,Webhook endpoint not responding after latest update,API Failure
TKT-100489,Credit card payment unsuccessful while using net banking,Payment Failure
TKT-100490,Access denied after security check while using net banking,Account Locked
TKT-100491,Card charged twice for same purchase since morning,Payment Failure
TKT-100492,Plan benefits not activated after latest update,Subscription Issue
TKT-100493,Document upload failed during KYC in mobile application,KYC Verification
TKT-100494,Possible phishing attempt reported for last 2 hours,Fraud Alert
TKT-100495,Unable to complete payment via UPI for international transaction,Payment Failure
TKT-100496,UPI transaction still processing for last 2 hours,Transaction Delay
TKT-100497,Bank transfer taking too long after retrying multiple times,Transaction Delay
TKT-100498,Received fraud alert notification in mobile application,Fraud Alert
TKT-100499,KYC verification pending for many days during peak traffic,KYC Verification
TKT-100500,API authentication failed during peak traffic,API Failure
TKT-100501,PAN verification unsuccessful for last 2 hours,KYC Verification
TKT-100502,Gateway timeout while calling payment API after retrying multiple times,API Failure
TKT-100503,Amount debited but booking failed while using net banking,Payment Failure
TKT-100504,Amount debited but booking failed on web portal,Payment Failure
TKT-100505,Subscription upgrade not reflecting on web portal,Subscription Issue
TKT-100506,Refund initiated but not credited during checkout,Refund Request
TKT-100507,Refund initiated but not credited after latest update,Refund Request
TKT-100508,Payment gateway returned error after retrying multiple times,Payment Failure
TKT-100509,Webhook endpoint not responding while using net banking,API Failure
TKT-100510,Payment stuck in pending state after latest update,Transaction Delay
TKT-100511,Refund delayed for failed transaction since morning,Refund Request
TKT-100512,Plan benefits not activated since morning,Subscription Issue
TKT-100513,Unauthorized transaction detected on web portal,Fraud Alert
TKT-100514,Subscription cancelled unexpectedly after retrying multiple times,Subscription Issue
TKT-100515,Transaction confirmation not received since morning,Transaction Delay
TKT-100516,Possible phishing attempt reported on web portal,Fraud Alert
TKT-100517,Payment gateway returned error in mobile application,Payment Failure
TKT-100518,Refund initiated but not credited for international transaction,Refund Request
TKT-100519,Verification process stuck for international transaction,KYC Verification
TKT-100520,Webhook endpoint not responding while using net banking,API Failure
TKT-100521,Delayed settlement for bank transfer after retrying multiple times,Transaction Delay
TKT-100522,Unable to renew premium subscription for international transaction,Subscription Issue
TKT-100523,Incorrect refund amount received during peak traffic,Refund Request
TKT-100524,Login blocked after suspicious activity on web portal,Account Locked
TKT-100525,Waiting for refund since last week on web portal,Refund Request
TKT-100526,Auto renewal not working while using net banking,Subscription Issue
TKT-100527,PAN verification unsuccessful while using net banking,KYC Verification
TKT-100528,Request failing with status code 503 since morning,API Failure
TKT-100529,Frequent API connection resets in mobile application,API Failure
TKT-100530,Card charged twice for same purchase for international transaction,Payment Failure
TKT-100531,Webhook endpoint not responding since morning,API Failure
TKT-100532,Access denied after security check since morning,Account Locked
TKT-100533,Account locked due to multiple failed attempts during checkout,Account Locked
TKT-100534,Invalid response from backend API for international transaction,API Failure
TKT-100535,Transaction failed but money debited while using net banking,Payment Failure
TKT-100536,Invalid response from backend API while using net banking,API Failure
TKT-100537,Need refund for duplicate payment after retrying multiple times,Refund Request
TKT-100538,Frequent API connection resets on web portal,API Failure
TKT-100539,Plan benefits not activated for last 2 hours,Subscription Issue
TKT-100540,Transaction failed but money debited while using net banking,Payment Failure
TKT-100541,Document upload failed during KYC in mobile application,KYC Verification
TKT-100542,Billing issue for subscription plan during checkout,Subscription Issue
TKT-100543,Billing issue for subscription plan during checkout,Subscription Issue
TKT-100544,Need refund for duplicate payment for last 2 hours,Refund Request
TKT-100545,Payment stuck in pending state while using net banking,Transaction Delay
TKT-100546,Refund initiated but not credited on web portal,Refund Request
TKT-100547,Cancelled order but refund pending in mobile application,Refund Request
TKT-100548,OTP verification not working on web portal,Account Locked
TKT-100549,Suspicious debit from unknown merchant during checkout,Fraud Alert
TKT-100550,User account temporarily suspended while using net banking,Account Locked
TKT-100551,Payment gateway returned error after retrying multiple times,Payment Failure
