incident_title,affected_users,cpu_usage,error_rate,severity
Routine maintenance notice,0,9,0,Informational
Routine maintenance notice,0,39,0,Informational
Production database down,69061,87,41,Critical
Memory usage elevated,1598,67,6,Low
Routine maintenance notice,0,9,0,Informational
Message queue backlog,14182,92,21,High
Elevated latency observed,3019,84,14,Medium
Search response degraded,8854,60,11,Medium
Monitoring alert review,0,24,0,Informational
Intermittent connection issues,5273,56,15,Medium
High error rate detected,16572,76,26,High
Intermittent connection issues,5875,71,15,Medium
Monitoring alert review,0,16,0,Informational
SSL expires in 10 days,0,40,0,Informational
Capacity report generated,0,42,0,Informational
Message queue backlog,17214,86,26,High
CPU threshold warning,1168,47,2,Low
Monitoring alert review,0,10,0,Informational
Elevated latency observed,7349,62,6,Medium
Disk usage warning,1631,35,0,Low
Elevated latency observed,2956,57,21,Medium
Production database down,94335,88,89,Critical
High error rate detected,11728,77,43,High
CPU threshold warning,885,53,1,Low
Authentication service outage,99979,96,65,Critical
Routine maintenance notice,0,26,0,Informational
Monitoring alert review,0,8,0,Informational
Authentication service outage,93667,94,92,Critical
Elevated latency observed,3874,75,16,Medium
Elevated latency observed,2305,71,27,Medium
High error rate detected,22042,87,22,High
Payment gateway unavailable,68836,86,58,Critical
CPU threshold warning,188,66,9,Low
CPU threshold warning,1752,54,1,Low
Cache miss increase,3999,81,18,Medium
Message queue backlog,4637,84,34,High
Regional service degradation,13419,78,27,High
High error rate detected,19927,81,35,High
Intermittent connection issues,5572,84,24,Medium
Elevated latency observed,6081,62,29,Medium
Search response degraded,9143,82,24,Medium
Authentication service outage,48619,99,78,Critical
Monitoring alert review,0,25,0,Informational
Production database down,60581,85,46,Critical
Disk usage warning,1015,38,7,Low
Capacity report generated,0,33,0,Informational
CPU threshold warning,1509,58,8,Low
SSL expires in 10 days,0,6,0,Informational
Intermittent connection issues,2554,59,26,Medium
CPU threshold warning,840,35,1,Low
Intermittent connection issues,7185,64,10,Medium
Production database down,89923,95,82,Critical
High error rate detected,10892,79,58,High
Memory usage elevated,1221,43,3,Low
Regional service degradation,4067,76,49,High
Core API crash,10437,99,80,Critical
Routine maintenance notice,0,39,0,Informational
Search response degraded,5117,81,15,Medium
Cache miss increase,5456,71,15,Medium
Memory usage elevated,1796,59,9,Low
Production database down,44621,85,49,Critical
Search response degraded,3230,63,9,Medium
Backup delay detected,992,59,9,Low
Core API crash,16028,85,62,Critical
Production database down,33645,90,94,Critical
Login API timeout,8349,77,42,High
Cache miss increase,6014,59,14,Medium
Routine maintenance notice,0,11,0,Informational
Search response degraded,7052,61,26,Medium
Intermittent connection issues,5893,74,6,Medium
Regional service degradation,4866,85,49,High
Login API timeout,22541,75,22,High
Capacity report generated,0,42,0,Informational
Production database down,12138,98,43,Critical
Capacity report generated,0,15,0,Informational
Cache miss increase,4549,63,24,Medium
Search response degraded,5256,81,29,Medium
Regional service degradation,25429,94,22,High
Search response degraded,8920,58,21,Medium
Backup delay detected,526,68,4,Low
Elevated latency observed,5453,62,16,Medium
Intermittent connection issues,3402,77,11,Medium
Search response degraded,1924,79,26,Medium
Memory usage elevated,267,53,6,Low
SSL expires in 10 days,0,15,0,Informational
Regional service degradation,3232,77,21,High
Disk usage warning,1974,45,0,Low
Disk usage warning,143,68,5,Low
Backup delay detected,718,57,0,Low
Disk usage warning,1982,73,2,Low
Regional service degradation,6345,83,42,High
Disk usage warning,1584,62,7,Low
Routine maintenance notice,0,41,0,Informational
Regional service degradation,18008,90,31,High
Intermittent connection issues,9353,71,22,Medium
Routine maintenance notice,0,23,0,Informational
Cache miss increase,5127,65,7,Medium
Message queue backlog,17246,77,22,High
Monitoring alert review,0,10,0,Informational
Message queue backlog,23663,92,23,High
Monitoring alert review,0,37,0,Informational
Payment gateway unavailable,72266,97,74,Critical
Disk usage warning,1656,70,7,Low
CPU threshold warning,644,71,6,Low
SSL expires in 10 days,0,31,0,Informational
CPU threshold warning,874,61,7,Low
Routine maintenance notice,0,12,0,Informational
Regional service degradation,17564,82,39,High
Search response degraded,966,69,15,Medium
Backup delay detected,1170,48,6,Low
Disk usage warning,1283,46,7,Low
Backup delay detected,1075,36,6,Low
Payment gateway unavailable,34584,97,69,Critical
Capacity report generated,0,35,0,Informational
Production database down,63305,87,52,Critical
Backup delay detected,1654,50,5,Low
CPU threshold warning,677,64,4,Low
SSL expires in 10 days,0,37,0,Informational
Elevated latency observed,3998,64,6,Medium
High error rate detected,8211,78,34,High
Routine maintenance notice,0,27,0,Informational
Message queue backlog,5855,79,33,High
Backup delay detected,766,68,7,Low
Memory usage elevated,221,71,6,Low
SSL expires in 10 days,0,23,0,Informational
Core API crash,93098,98,88,Critical
Cache miss increase,5746,74,10,Medium
Memory usage elevated,997,42,0,Low
Backup delay detected,1900,54,8,Low
Message queue backlog,4439,87,57,High
SSL expires in 10 days,0,28,0,Informational
Backup delay detected,925,62,4,Low
Production database down,18707,95,52,Critical
Routine maintenance notice,0,11,0,Informational
Message queue backlog,17812,95,28,High
High error rate detected,18209,91,34,High
CPU threshold warning,1824,52,1,Low
SSL expires in 10 days,0,45,0,Informational
Routine maintenance notice,0,33,0,Informational
Memory usage elevated,1278,55,6,Low
Payment gateway unavailable,96229,98,72,Critical
Disk usage warning,754,48,0,Low
Elevated latency observed,5318,55,15,Medium
Cache miss increase,2873,59,18,Medium
Search response degraded,9714,68,9,Medium
Cache miss increase,3292,71,18,Medium
Search response degraded,6615,77,28,Medium
Regional service degradation,21704,95,21,High
High error rate detected,15520,93,21,High
Memory usage elevated,1356,39,7,Low
Intermittent connection issues,6237,64,14,Medium
Authentication service outage,18995,91,76,Critical
Routine maintenance notice,0,5,0,Informational
Intermittent connection issues,7634,69,25,Medium
Search response degraded,6389,62,22,Medium
Monitoring alert review,0,10,0,Informational
Routine maintenance notice,0,6,0,Informational
Routine maintenance notice,0,8,0,Informational
High error rate detected,3105,87,37,High
Search response degraded,2076,61,16,Medium
Cache miss increase,7792,74,27,Medium
Backup delay detected,248,67,2,Low
Routine maintenance notice,0,8,0,Informational
Cache miss increase,9453,72,28,Medium
Cache miss increase,6840,70,16,Medium
CPU threshold warning,63,39,1,Low
Backup delay detected,465,66,6,Low
Elevated latency observed,8923,82,25,Medium
Elevated latency observed,7842,57,11,Medium
Elevated latency observed,2376,66,26,Medium
Monitoring alert review,0,45,0,Informational
Monitoring alert review,0,48,0,Informational
Regional service degradation,28159,93,42,High
Intermittent connection issues,5823,65,13,Medium
Regional service degradation,9515,95,23,High
Cache miss increase,8933,71,20,Medium
Search response degraded,4571,62,16,Medium
Login API timeout,25219,82,27,High
Backup delay detected,1519,74,5,Low
Routine maintenance notice,0,18,0,Informational
Routine maintenance notice,0,37,0,Informational
Disk usage warning,1329,41,8,Low
SSL expires in 10 days,0,23,0,Informational
CPU threshold warning,1489,37,4,Low
SSL expires in 10 days,0,22,0,Informational
Intermittent connection issues,1506,77,10,Medium
Capacity report generated,0,22,0,Informational
Intermittent connection issues,2836,60,17,Medium
CPU threshold warning,1790,59,0,Low
Elevated latency observed,4939,64,20,Medium
Elevated latency observed,4287,69,16,Medium
Disk usage warning,1001,39,4,Low
Memory usage elevated,1491,37,3,Low
Memory usage elevated,1707,45,1,Low
Memory usage elevated,570,66,7,Low
Regional service degradation,21127,78,30,High
Search response degraded,9512,66,14,Medium
SSL expires in 10 days,0,49,0,Informational
SSL expires in 10 days,0,12,0,Informational
Memory usage elevated,64,72,3,Low
Monitoring alert review,0,35,0,Informational
Search response degraded,4184,76,25,Medium
Disk usage warning,936,55,8,Low
High error rate detected,7600,86,45,High
SSL expires in 10 days,0,16,0,Informational
Message queue backlog,6766,75,54,High
High error rate detected,16585,86,59,High
Production database down,60084,92,68,Critical
CPU threshold warning,710,61,4,Low
High error rate detected,23002,92,51,High
Login API timeout,13623,85,55,High
Authentication service outage,36888,87,70,Critical
Intermittent connection issues,3084,72,16,Medium
Login API timeout,17299,80,48,High
Cache miss increase,1384,64,26,Medium
Login API timeout,23649,93,34,High
Disk usage warning,412,65,1,Low
Cache miss increase,812,83,10,Medium
Memory usage elevated,1674,39,0,Low
Routine maintenance notice,0,40,0,Informational
Capacity report generated,0,36,0,Informational
Memory usage elevated,1050,52,6,Low
Capacity report generated,0,9,0,Informational
Search response degraded,1188,72,28,Medium
Search response degraded,6915,56,26,Medium
Routine maintenance notice,0,12,0,Informational
Disk usage warning,1774,41,0,Low
Memory usage elevated,709,61,6,Low
Search response degraded,2967,70,8,Medium
Core API crash,19299,86,75,Critical
Elevated latency observed,2558,77,22,Medium
Memory usage elevated,1078,58,9,Low
Intermittent connection issues,8440,76,6,Medium
Disk usage warning,1976,67,8,Low
Intermittent connection issues,6454,80,13,Medium
Backup delay detected,1540,48,9,Low
Intermittent connection issues,1082,68,19,Medium
Production database down,32029,94,58,Critical
Backup delay detected,367,71,1,Low
Payment gateway unavailable,88592,88,78,Critical
Production database down,12546,92,70,Critical
Message queue backlog,19111,80,37,High
Monitoring alert review,0,17,0,Informational
Memory usage elevated,108,70,9,Low
Monitoring alert review,0,38,0,Informational
Search response degraded,2589,79,25,Medium
Disk usage warning,443,69,4,Low
Search response degraded,8350,77,22,Medium
Backup delay detected,1299,54,2,Low
Intermittent connection issues,933,60,24,Medium
Intermittent connection issues,4663,77,11,Medium
High error rate detected,18871,93,29,High
Payment gateway unavailable,79076,95,60,Critical
Elevated latency observed,4597,64,25,Medium
Intermittent connection issues,7701,63,28,Medium
Backup delay detected,863,42,7,Low
Cache miss increase,4437,75,18,Medium
Intermittent connection issues,1490,67,15,Medium
Message queue backlog,14081,88,42,High
SSL expires in 10 days,0,6,0,Informational
Backup delay detected,915,35,0,Low
Message queue backlog,6199,93,28,High
Login API timeout,13835,81,41,High
Payment gateway unavailable,24568,87,45,Critical
Elevated latency observed,3626,69,18,Medium
High error rate detected,3654,85,57,High
Authentication service outage,21417,87,48,Critical
Capacity report generated,0,32,0,Informational
Memory usage elevated,1973,64,0,Low
Routine maintenance notice,0,14,0,Informational
Memory usage elevated,840,39,3,Low
Routine maintenance notice,0,11,0,Informational
Routine maintenance notice,0,22,0,Informational
CPU threshold warning,1935,58,0,Low
Routine maintenance notice,0,30,0,Informational
Backup delay detected,298,55,5,Low
Disk usage warning,912,48,1,Low
High error rate detected,26068,93,21,High
Backup delay detected,1998,57,0,Low
Login API timeout,21201,87,22,High
CPU threshold warning,1368,51,5,Low
Elevated latency observed,7124,70,19,Medium
Message queue backlog,18204,90,55,High
Backup delay detected,943,64,3,Low
Core API crash,32016,94,40,Critical
Monitoring alert review,0,15,0,Informational
Backup delay detected,337,61,2,Low
Search response degraded,3581,71,24,Medium
Capacity report generated,0,44,0,Informational
Login API timeout,23970,78,25,High
Monitoring alert review,0,28,0,Informational
Intermittent connection issues,1991,70,5,Medium
Regional service degradation,27678,78,51,High
Monitoring alert review,0,9,0,Informational
Disk usage warning,514,72,5,Low
Cache miss increase,3192,59,19,Medium
High error rate detected,15666,79,46,High
High error rate detected,28126,94,40,High
Disk usage warning,1307,62,7,Low
Memory usage elevated,1750,41,6,Low
Regional service degradation,5686,90,44,High
Authentication service outage,31716,92,43,Critical
Cache miss increase,2023,61,20,Medium
Backup delay detected,1643,40,3,Low
Cache miss increase,5848,56,16,Medium
Disk usage warning,420,69,9,Low
Authentication service outage,84630,94,72,Critical
High error rate detected,23133,76,23,High
Memory usage elevated,1179,56,1,Low
Core API crash,77576,88,56,Critical
Routine maintenance notice,0,39,0,Informational
Memory usage elevated,557,70,7,Low
SSL expires in 10 days,0,9,0,Informational
Elevated latency observed,2729,66,14,Medium
Memory usage elevated,948,39,5,Low
Elevated latency observed,1842,66,11,Medium
SSL expires in 10 days,0,32,0,Informational
Elevated latency observed,8004,66,6,Medium
High error rate detected,9212,78,59,High
Memory usage elevated,1235,71,0,Low
Regional service degradation,20159,93,35,High
Capacity report generated,0,39,0,Informational
Elevated latency observed,7620,61,29,Medium
Elevated latency observed,6603,75,27,Medium
Login API timeout,26937,85,23,High
Disk usage warning,1565,59,6,Low
Elevated latency observed,6364,60,8,Medium
Regional service degradation,10287,79,43,High
Search response degraded,2822,59,27,Medium
Search response degraded,4737,82,15,Medium
Login API timeout,22753,76,37,High
